energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation,TimeLimit.truncated
,,,,,,
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.02507883298134397,0.0,-501.57665962687935,0,501.57665962687935,0,False
-0.025885204603969782,0.0,-517.7040920793957,0,517.7040920793957,0,False
-0.02668329723588129,0.0,-533.6659447176257,0,533.6659447176257,0,False
-0.02746709907794717,0.0,-549.3419815589434,0,549.3419815589434,0,False
-0.02822893355218269,0.0,-564.5786710436538,0,564.5786710436538,0,False
-0.028967984564365525,0.0,-579.3596912873105,0,579.3596912873105,0,False
-0.028880326170957364,0.0,-577.6065234191473,0,577.6065234191473,0,False
-0.02875467007387602,0.0,-575.0934014775204,0,575.0934014775204,0,False
-0.028606800179854362,0.0,-572.1360035970872,0,572.1360035970872,0,False
-0.028423857324879533,0.0,-568.4771464975906,0,568.4771464975906,0,False
-0.028217799290642803,0.0,-564.355985812856,0,564.355985812856,0,False
-0.027989240726123122,0.0,-559.7848145224624,0,559.7848145224624,0,False
-0.025459910571463885,0.0,-509.1982114292777,0,509.1982114292777,0,False
-0.023105158087021162,0.0,-462.1031617404232,0,462.1031617404232,0,False
-0.02169794074503731,0.0,-433.9588149007461,0,433.9588149007461,0,False
-0.020265192476551064,0.0,-405.3038495310213,0,405.3038495310213,0,False
-0.019293944947177337,0.0,-385.8788989435467,0,385.8788989435467,0,False
-0.01791528485285801,0.0,-358.3056970571602,0,358.3056970571602,0,False
-0.034160789050837165,0.0,-683.2157810167432,0,683.2157810167432,0,False
-0.027349831696826903,0.0,-546.996633936538,0,546.996633936538,0,False
-0.02300255977934211,0.0,-460.0511955868422,0,460.0511955868422,0,False
-0.017526057592641,0.0,-350.52115185281997,0,350.52115185281997,0,False
-0.013884528726687677,0.0,-277.69057453375353,0,277.69057453375353,0,False
-0.019865280476821328,0.0,-397.3056095364265,0,397.3056095364265,0,False
-0.025622540059594873,0.0,-512.4508011918974,0,512.4508011918974,0,False
-0.029988458931834414,0.0,-599.7691786366883,0,599.7691786366883,0,False
-0.02256155230663307,0.0,-451.2310461326614,0,451.2310461326614,0,False
-0.015976093587461812,0.0,-319.52187174923625,0,319.52187174923625,0,False
-0.008875983033694867,0.0,-177.51966067389733,0,177.51966067389733,0,False
-0.014774651112188545,0.0,-295.4930222437709,0,295.4930222437709,0,False
-0.007716324332861169,0.0,-154.32648665722337,0,154.32648665722337,0,False
-0.015390705029138339,0.0,-307.81410058276674,0,307.81410058276674,0,False
-0.010497932363994695,0.0,-209.95864727989388,0,209.95864727989388,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.008511701112803654,0.0,-170.23402225607308,0,170.23402225607308,0,False
-0.0067285888371934255,0.0,-134.5717767438685,0,134.5717767438685,0,False
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0,False
-0.006007410915186971,0.0,-120.14821830373941,0,120.14821830373941,0,False
-0.01140205762380082,0.0,-228.04115247601638,0,228.04115247601638,0,False
-0.012571610295430639,0.0,-251.43220590861276,0,251.43220590861276,0,False
-0.01745217767669149,0.0,-349.0435535338298,0,349.0435535338298,0,False
-0.005652859422954925,0.0,-113.0571884590985,0,113.0571884590985,0,False
-0.010630131588750303,0.0,-212.60263177500605,0,212.60263177500605,0,False
-0.016320044362736007,0.0,-326.40088725472015,0,326.40088725472015,0,False
-0.0054500332414522115,0.0,-109.00066482904423,0,109.00066482904423,0,False
-0.008039023062919037,0.0,-160.78046125838074,0,160.78046125838074,0,False
-0.02121768541146052,0.0,-424.3537082292104,0,424.3537082292104,0,False
-0.0293517234078771,0.0,-587.0344681575419,0,587.0344681575419,0,False
-0.025290334467154216,0.0,-505.8066893430843,0,505.8066893430843,0,False
-0.04445690530966139,0.0,-889.1381061932278,0,889.1381061932278,0,False
-0.03796545106140748,0.0,-759.3090212281496,0,759.3090212281496,0,False
-0.038708840928037454,0.0,-774.1768185607491,0,774.1768185607491,0,False
-0.03506534560435081,0.0,-701.3069120870161,0,701.3069120870161,0,False
-0.03335587240780999,0.0,-667.1174481561998,0,667.1174481561998,0,False
-0.0313177503094657,0.0,-626.355006189314,0,626.355006189314,0,False
-0.028609071658377918,0.0,-572.1814331675583,0,572.1814331675583,0,False
-0.026456130698963576,0.0,-529.1226139792715,0,529.1226139792715,0,False
-0.024744525097239466,0.0,-494.8905019447893,0,494.8905019447893,0,False
-0.023265586442791086,0.0,-465.3117288558217,0,465.3117288558217,0,False
-0.02196273772943818,0.0,-439.25475458876355,0,439.25475458876355,0,False
-0.020932165412660936,0.0,-418.64330825321866,0,418.64330825321866,0,False
