month,day_of_month,hour,outdoor_temperature,outdoor_humidity,wind_speed,wind_direction,diffuse_solar_radiation,direct_solar_radiation,htg_setpoint,clg_setpoint,air_temperature,air_humidity,people_occupant,co2_emission,HVAC_electricity_demand_rate,total_electricity_HVAC
7.0,1.0,0.0,24.347278594970703,88.0,2.3333332538604736,195.0,0.0,0.0,12.800000190734863,40.0,21.520370483398438,52.890968322753906,0.0,0.0,500.1344909667969,300080.6875
7.0,1.0,0.0,24.24855613708496,87.0,2.066666603088379,210.0,0.0,0.0,23.25,27.37017250061035,22.338687896728516,49.829402923583984,0.0,0.0,6015.33203125,4047381.25
7.0,1.0,0.0,24.14983367919922,86.0,1.7999999523162842,225.0,0.0,0.0,23.25,26.029518127441406,22.753442764282227,48.33836364746094,0.0,0.0,4997.52294921875,2834378.5
7.0,1.0,0.0,24.051111221313477,85.0,1.5333333015441895,240.0,0.0,0.0,23.25,26.47829246520996,23.01850700378418,47.30580520629883,0.0,0.0,4611.7939453125,2705856.75
7.0,1.0,0.0,23.952388763427734,84.0,1.2666666507720947,255.0,0.0,0.0,23.25,26.4675350189209,23.193574905395508,46.52408218383789,0.0,0.0,4431.9130859375,2659147.75
7.0,1.0,0.0,23.853668212890625,83.0,1.0,270.0,0.0,0.0,23.25,26.49639892578125,23.248802185058594,45.929527282714844,0.0,0.0,3830.404541015625,2298242.75
7.0,1.0,1.0,23.965490341186523,83.5,1.0,295.0,0.0,0.0,23.25,26.812952041625977,23.25044822692871,45.4772834777832,0.0,0.0,3708.56494140625,2225139.0
7.0,1.0,1.0,24.077314376831055,84.0,1.0,320.0,0.0,0.0,23.25,27.053409576416016,23.25045394897461,45.037662506103516,0.0,0.0,3530.084716796875,2118050.75
7.0,1.0,1.0,24.189138412475586,84.5,1.0,345.0,0.0,0.0,23.25,27.16647720336914,23.25041961669922,44.60926818847656,0.0,0.0,3386.00830078125,2031604.875
7.0,1.0,1.0,24.300960540771484,85.0,1.0,10.0,0.0,0.0,23.25,27.261194229125977,23.250396728515625,44.19015884399414,0.0,0.0,3279.964599609375,1967978.75
7.0,1.0,1.0,24.412784576416016,85.5,1.0,35.0,0.0,0.0,23.25,26.481109619140625,23.25037956237793,43.77814483642578,0.0,0.0,3193.874755859375,1916324.875
7.0,1.0,1.0,24.524606704711914,86.0,1.0,60.0,0.0,0.0,23.25,26.739957809448242,23.250364303588867,43.371917724609375,0.0,0.0,3122.710205078125,1873626.125
7.0,1.0,2.0,24.603981018066406,86.33333587646484,1.0,73.33333587646484,0.0,0.0,23.25,26.822139739990234,23.25035285949707,42.97085952758789,0.0,0.0,3066.1396484375,1839683.75
7.0,1.0,2.0,24.683353424072266,86.66666412353516,1.0,86.66666412353516,0.0,0.0,23.25,27.014999389648438,23.250343322753906,42.574790954589844,0.0,0.0,3020.808349609375,1812485.125
7.0,1.0,2.0,24.762725830078125,87.0,1.0,100.0,0.0,0.0,23.25,27.062957763671875,23.250335693359375,42.18367004394531,0.0,0.0,2980.55908203125,1788335.375
7.0,1.0,2.0,24.842100143432617,87.33333587646484,1.0,113.33333587646484,0.0,0.0,23.25,27.131397247314453,23.250328063964844,41.7974739074707,0.0,0.0,2945.1650390625,1767099.0
7.0,1.0,2.0,24.921472549438477,87.66666412353516,1.0,126.66666412353516,0.0,0.0,23.25,27.194252014160156,23.250320434570312,41.4161376953125,0.0,0.0,2913.57421875,1748144.625
7.0,1.0,2.0,25.00084686279297,88.0,1.0,140.0,0.0,0.0,23.25,27.25539779663086,23.250314712524414,41.03956985473633,0.0,0.0,2884.88671875,1730932.0
7.0,1.0,3.0,25.012718200683594,88.33333587646484,0.9166666865348816,140.0,0.0,0.0,23.25,27.313884735107422,23.250308990478516,40.66758346557617,0.0,0.0,2865.86865234375,1719521.125
7.0,1.0,3.0,25.02458953857422,88.66666412353516,0.8333333134651184,140.0,0.0,0.0,23.25,27.47943878173828,23.250303268432617,40.3000373840332,0.0,0.0,2849.69384765625,1709816.25
7.0,1.0,3.0,25.036460876464844,89.0,0.75,140.0,0.0,0.0,23.25,27.488540649414062,23.25029754638672,39.93684768676758,0.0,0.0,2835.4599609375,1701276.0
7.0,1.0,3.0,25.04833221435547,89.33333587646484,0.6666666865348816,140.0,0.0,0.0,23.25,27.52243423461914,23.250293731689453,39.577938079833984,0.0,0.0,2822.73974609375,1693643.875
