energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation
,,,,,
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.006547232798282011,0.0,-130.9446559656402,0,130.9446559656402,0
-0.006382589028033581,0.0,-127.65178056067161,0,127.65178056067161,0
-0.0167584144348164,0.0,-335.16828869632803,0,335.16828869632803,0
-0.018236711237269883,0.0,-364.7342247453976,0,364.7342247453976,0
-0.019648746078068453,0.0,-392.974921561369,0,392.974921561369,0
-0.020546833892959894,0.0,-410.93667785919786,0,410.93667785919786,0
-0.021284137021985405,0.0,-425.6827404397081,0,425.6827404397081,0
-0.021915667407108153,0.0,-438.313348142163,0,438.313348142163,0
-0.02038934715515643,0.0,-407.7869431031286,0,407.7869431031286,0
-0.01873505236062267,0.0,-374.7010472124534,0,374.7010472124534,0
-0.01816788664934794,0.0,-363.3577329869588,0,363.3577329869588,0
-0.01758468649838407,0.0,-351.69372996768135,0,351.69372996768135,0
-0.0169803696092607,0.0,-339.607392185214,0,339.607392185214,0
-0.016350687865696868,0.0,-327.01375731393733,0,327.01375731393733,0
-0.013881125354040126,0.0,-277.6225070808025,0,277.6225070808025,0
-0.011428008016433155,0.0,-228.5601603286631,0,228.5601603286631,0
-0.010034697486070783,0.0,-200.69394972141563,0,200.69394972141563,0
-0.00862148147375713,0.0,-172.42962947514258,0,172.42962947514258,0
-0.007617300672447937,0.0,-152.34601344895873,0,152.34601344895873,0
-0.0062304114118611085,0.0,-124.60822823722216,0,124.60822823722216,0
-0.0047190573006761815,0.0,-94.38114601352362,0,94.38114601352362,0
-0.0047190573006761815,0.0,-94.38114601352362,0,94.38114601352362,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
-0.004719057300676181,0.0,-94.3811460135236,0,94.3811460135236,0
