month,day_of_month,hour,outdoor_temperature,outdoor_humidity,wind_speed,wind_direction,diffuse_solar_radiation,direct_solar_radiation,htg_setpoint,clg_setpoint,core_bottom_air_temperature,core_mid_air_temperature,core_top_air_temperature,firstfloor_plenum_air_temperature,midfloor_plenum_air_temperature,topfloor_plenum_air_temperature,perimeter_bot_zn_1_air_temperature,perimeter_bot_zn_2_air_temperature,perimeter_bot_zn_3_air_temperature,perimeter_bot_zn_4_air_temperature,perimeter_mid_zn_1_air_temperature,perimeter_mid_zn_2_air_temperature,perimeter_mid_zn_3_air_temperature,perimeter_mid_zn_4_air_temperature,perimeter_top_zn_1_air_temperature,perimeter_top_zn_2_air_temperature,perimeter_top_zn_3_air_temperature,perimeter_top_zn_4_air_temperature,core_bottom_air_humidity,core_mid_air_humidity,core_top_air_humidity,firstfloor_plenum_air_humidity,midfloor_plenum_air_humidity,topfloor_plenum_air_humidity,perimeter_bot_zn_1_air_humidity,perimeter_bot_zn_2_air_humidity,perimeter_bot_zn_3_air_humidity,perimeter_bot_zn_4_air_humidity,perimeter_mid_zn_1_air_humidity,perimeter_mid_zn_2_air_humidity,perimeter_mid_zn_3_air_humidity,perimeter_mid_zn_4_air_humidity,perimeter_top_zn_1_air_humidity,perimeter_top_zn_2_air_humidity,perimeter_top_zn_3_air_humidity,perimeter_top_zn_4_air_humidity,HVAC_electricity_demand_rate
7.0,1.0,0.0,26.899198532104492,88.0,2.3333332538604736,195.0,0.0,0.0,15.600000381469727,26.700000762939453,26.135595321655273,25.881067276000977,25.841110229492188,25.460063934326172,25.43183135986328,25.381450653076172,25.557470321655273,25.53635597229004,25.50482940673828,25.52946662902832,25.940494537353516,25.956504821777344,25.920154571533203,25.941442489624023,25.910043716430664,25.912796020507812,25.888751983642578,25.910945892333984,43.37551498413086,44.32638931274414,44.4809455871582,53.55142593383789,56.0950813293457,57.89226150512695,61.360042572021484,61.548423767089844,60.6932258605957,61.580535888671875,64.55237579345703,65.62716674804688,64.64509582519531,65.70769500732422,67.73091888427734,68.9339828491211,67.83314514160156,68.93651580810547,200.83154296875
7.0,1.0,0.0,26.47443389892578,87.0,2.066666603088379,210.0,0.0,0.0,15.600000381469727,26.700000762939453,26.135812759399414,25.887514114379883,25.846460342407227,25.459434509277344,25.43104362487793,25.369779586791992,25.54265785217285,25.518341064453125,25.490110397338867,25.515316009521484,25.928409576416016,25.9405517578125,25.908184051513672,25.93021583557129,25.895917892456055,25.894775390625,25.87472915649414,25.897851943969727,43.375,44.309513092041016,44.466896057128906,53.76877975463867,56.35985565185547,58.22297668457031,61.729129791259766,61.94306182861328,61.070648193359375,61.96107864379883,64.9996337890625,66.09346771240234,65.09222412109375,66.15560150146484,68.21556854248047,69.4355239868164,68.31767272949219,69.41797637939453,201.198974609375
7.0,1.0,0.0,26.04966926574707,86.0,1.7999999523162842,225.0,0.0,0.0,15.600000381469727,26.700000762939453,26.135498046875,25.893814086914062,25.851322174072266,25.458145141601562,25.429370880126953,25.356090545654297,25.52379608154297,25.497339248657227,25.47144889831543,25.49605941772461,25.911727905273438,25.921205520629883,25.89179229736328,25.913166046142578,25.87677574157715,25.873022079467773,25.855876922607422,25.878463745117188,43.37583923339844,44.29302215576172,44.454124450683594,53.94541931152344,56.57390594482422,58.50028610229492,62.04402160644531,62.27656936645508,61.392066955566406,62.288150787353516,65.36862182617188,66.47432708740234,65.46034240722656,66.52738952636719,68.61126708984375,69.84033203125,68.71244812011719,69.81302642822266,201.198974609375
7.0,1.0,0.0,25.624902725219727,85.0,1.5333333015441895,240.0,0.0,0.0,15.600000381469727,26.700000762939453,26.13675880432129,25.900049209594727,25.85577964782715,25.456836700439453,25.42768096923828,25.340951919555664,25.50362777709961,25.476051330566406,25.451553344726562,25.47511863708496,25.893619537353516,25.901613235473633,25.87411117553711,25.894271850585938,25.856048583984375,25.850936889648438,25.83558464050293,25.85700798034668,43.372623443603516,44.27668762207031,44.44240188598633,54.0838508605957,56.7403564453125,58.729270935058594,62.30339050292969,62.54808044433594,61.65642547607422,62.55836486816406,65.660888671875,66.77181243896484,65.75113677978516,66.82203674316406,68.92102813720703,70.15206909179688,69.02062225341797,70.12212371826172,201.198974609375
7.0,1.0,0.0,25.200138092041016,84.0,1.2666666507720947,255.0,0.0,0.0,15.600000381469727,26.700000762939453,26.13945198059082,25.90616226196289,25.859729766845703,25.455894470214844,25.426490783691406,25.32465171813965,25.483226776123047,25.454986572265625,25.431447982788086,25.453901290893555,25.87535858154297,25.882436752319336,25.856395721435547,25.87520980834961,25.83506202697754,25.82919692993164,25.815155029296875,25.83524513244629,43.36572265625,44.26066589355469,44.432010650634766,54.188209533691406,56.86450958251953,58.917091369628906,62.51323699951172,62.76613998413086,61.8699951171875,62.776973724365234,65.88671875,66.99929809570312,65.97498321533203,67.04899597167969,69.15788269042969,70.38726806640625,69.25531768798828,70.35739135742188,201.198974609375
7.0,1.0,0.0,24.775373458862305,83.0,1.0,270.0,0.0,0.0,15.600000381469727,26.700000762939453,26.142704010009766,25.91207504272461,25.863040924072266,25.45549774169922,25.42601776123047,25.30723762512207,25.462675094604492,25.433860778808594,25.412696838378906,25.432512283325195,25.85715103149414,25.863460540771484,25.84038543701172,25.856224060058594,25.81398582458496,25.807533264160156,25.79640769958496,25.81342124938965,43.35738754272461,44.245174407958984,44.42329788208008,54.26287841796875,56.95210647583008,59.07106399536133,62.68238830566406,62.94137191772461,62.036197662353516,62.95318603515625,66.05916595458984,67.17217254638672,66.13892364501953,67.22185516357422,69.33781433105469,70.5645751953125,69.4257583618164,70.53534698486328,201.198974609375
7.0,1.0,1.0,24.838550567626953,83.5,1.0,295.0,0.0,0.0,15.600000381469727,26.700000762939453,26.145917892456055,25.917753219604492,25.865650177001953,25.455951690673828,25.4266357421875,25.289257049560547,25.446950912475586,25.419349670410156,25.400604248046875,25.41792106628418,25.843996047973633,25.85129165649414,25.831178665161133,25.844247817993164,25.797775268554688,25.792621612548828,25.78440284729004,25.79854965209961,43.349151611328125,44.23030471801758,44.41643524169922,54.323944091796875,57.02286911010742,59.212738037109375,62.818260192871094,63.075897216796875,62.16200256347656,63.0880012512207,66.19276428222656,67.29888153076172,66.25707244873047,67.34771728515625,69.47789764404297,70.69400024414062,69.54854583740234,70.66460418701172,201.198974609375
7.0,1.0,1.0,24.901729583740234,84.0,1.0,320.0,0.0,0.0,15.600000381469727,26.700000762939453,26.148956298828125,25.923219680786133,25.86760139465332,25.457185745239258,25.428239822387695,25.27115249633789,25.438232421875,25.412010192871094,25.394968032836914,25.410696029663086,25.837947845458984,25.846393585205078,25.828407287597656,25.839738845825195,25.788532257080078,25.784860610961914,25.778654098510742,25.791027069091797,43.341365814208984,44.21599197387695,44.41130065917969,54.381595611572266,57.08933639526367,59.35414123535156,62.927513122558594,63.183040618896484,62.263309478759766,63.194698333740234,66.29859161376953,67.39692687988281,66.35001373291016,67.44412231445312,69.5902099609375,70.79474639892578,69.64641571044922,70.76435852050781,201.198974609375
7.0,1.0,1.0,24.964906692504883,84.5,1.0,345.0,0.0,0.0,15.600000381469727,26.700000762939453,26.151901245117188,25.92853546142578,25.869041442871094,25.458953857421875,25.430498123168945,25.25343894958496,25.434465408325195,25.40890121459961,25.392932891845703,25.407777786254883,25.836870193481445,25.845802307128906,25.82921028137207,25.839599609375,25.78411293029785,25.78121566772461,25.776241302490234,25.787683486938477,43.33382797241211,44.202083587646484,44.40751266479492,54.43986892700195,57.15655517578125,59.49784851074219,63.022464752197266,63.27866744995117,62.35548400878906,63.28959655761719,66.39093780517578,67.48412322998047,66.4349136352539,67.52940368652344,69.68991088867188,70.88587951660156,69.73776245117188,70.85423278808594,201.198974609375
7.0,1.0,1.0,25.02808380126953,85.0,1.0,10.0,0.0,0.0,15.600000381469727,26.700000762939453,26.15484619140625,25.933761596679688,25.87015151977539,25.461009979248047,25.433128356933594,25.236671447753906,25.432899475097656,25.40891456604004,25.392162322998047,25.40484619140625,25.838050842285156,25.848661422729492,25.831344604492188,25.83934211730957,25.781814575195312,25.78097152709961,25.774965286254883,25.78392219543457,43.32628631591797,44.18840789794922,44.40459442138672,54.49980926513672,57.22578430175781,59.6422119140625,63.11365509033203,63.367225646972656,62.44746398925781,63.38922119140625,66.4807357788086,67.56414031982422,66.5208969116211,67.62178802490234,69.78838348388672,70.9706039428711,69.83192443847656,70.9537582397461,201.198974609375
