month,day_of_month,hour,outdoor_temperature,outdoor_humidity,wind_speed,wind_direction,diffuse_solar_radiation,direct_solar_radiation,htg_setpoint,clg_setpoint,air_temperature,air_humidity,people_occupant,co2_emission,HVAC_electricity_demand_rate,total_electricity_HVAC
1.74244832985267e-05,-1.6770366586388004,-1.6613107779426362,0.08906762670965065,0.8678464597494393,-0.17983104455866208,0.035529330348750776,-0.8771468428952466,-0.42634231477386614,-1.6349688943399079,7.35051871988127,-1.9343191919382103,0.8129556740541793,-0.7080842273308271,0.0,-0.7483758947918909,-0.7221062140201424
1.7424431337165897e-05,-1.6770223362572267,-1.6612967852357141,0.010476947864297839,0.7931190710504299,-0.33478065201092594,0.17074090291615468,-0.8771433662024273,-0.4263411861149323,0.7910206131417146,0.6188957233568957,-1.326899067804589,0.645175482724256,-0.7080818458440705,0.0,0.0684627555527568,0.7097821168578873
1.7424379375444123e-05,-1.6770080142425987,-1.661282792882355,-0.06811430766154893,0.7183920747370813,-0.48973004150681926,0.30595241365227016,-0.8771398895509489,-0.4263400574649622,0.7910177324194274,-0.5684537350982282,-0.9162777534529974,0.5280611626517534,-0.7080794643813426,0.0,0.4566760822181058,0.45467721297727876
1.742432741336139e-05,-1.6769936925949005,-1.6612688008825436,-0.146705556007223,0.6436653979778724,-0.6446790106691498,0.4411637678571035,-0.8771364129408102,-0.42633892882395563,0.7910148517286127,-0.41835752626376416,-0.8221037941857301,0.4880426352244066,-0.7080770829426429,0.0,0.39163489764632786,0.302340619043243
1.7424275450917698e-05,-1.676979371314117,-1.6612548092362651,-0.2252962046105518,0.5689389754212127,-0.7996272904563084,0.5763748265329023,-0.8771329363720106,-0.4263378001919125,0.79101197106927,-0.23954683842375293,-0.8193428114363073,0.45876404202947374,-0.7080747015279711,0.0,0.1414575471692711,0.07752356129683276
1.7424223488113044e-05,-1.676965050400232,-1.6612408179435052,-0.30388738444822017,0.4942127491949382,-0.95457454516661,0.7115854063859067,-0.8771294598445495,-0.42633667156883265,0.7910090904413988,-0.5368050115229072,-0.8192270555712912,0.43128397338085206,-0.7080723201373268,0.0,0.1707437445631776,0.10384118330903155
1.7424171524947435e-05,-1.67695072985323,-1.5167699968980373,-0.2884148245920201,0.5315737095740348,-0.9545704583966558,0.9369366826636261,-0.8771259833584257,-0.426335542954716,0.7910062098449989,0.431650071811783,-0.8192729193259702,0.4046999454265366,-0.7080699387707096,0.0,0.10346320953321367,0.04338095118597423
1.7424119561420874e-05,-1.6769364096730957,-1.5167587826838378,-0.27294227581693337,0.5689345702648183,-0.9545663716791906,1.1622858410136145,-0.8771225069136385,-0.42633441434956254,0.7910033292800689,-0.04837072394335611,-0.819289127953555,0.3787252069960669,-0.7080675574281189,0.0,0.07297363248368877,0.015982138477294308
1.7424067597533363e-05,-1.6769220898598125,-1.516747568718371,-0.25746973694336894,0.6062953171543001,-0.9545622850142134,1.3876318493843705,-0.8771190305101871,-0.42633328575337187,0.7910004487466089,-0.15131010617133694,-0.8192994055218346,0.3532348189171618,-0.7080651761095546,0.0,0.050384202859109314,-0.004317330011263569
1.74240156332849e-05,-1.6769077704133655,-1.5167363550016277,-0.24199720685813444,0.6436559351952816,-0.9545581984017228,-1.6321068626586344,-0.8771155541480709,-0.4263321571661441,0.7909975682446178,0.26501674665102976,-0.8193067175532069,0.3281615046571262,-0.708062794815016,0.0,0.03236773757438983,-0.020507378324075946
