energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation
,,,,,
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.3197234410202346,0.0,-6394.4688204046915,0,6394.4688204046915,0
-0.33440031776920254,0.0,-6688.006355384051,0,6688.006355384051,0
-0.33257669045762445,-0.5088036019635348,-6651.533809152489,-1.0176072039270696,6651.533809152489,0.017453992909508997
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-1.2452025881707387,0.0,-24904.051763414773,0,24904.051763414773,0
-0.8838415845330703,0.0,-17676.831690661405,0,17676.831690661405,0
-0.8838840292892431,0.0,-17677.680585784863,0,17677.680585784863,0
-0.8935016803730762,0.0,-17870.033607461522,0,17870.033607461522,0
-0.8725918708049716,0.0,-17451.83741609943,0,17451.83741609943,0
-0.8661554619735111,0.0,-17323.10923947022,0,17323.10923947022,0
-2.4061158136514647,0.0,-48122.31627302929,0,48122.31627302929,0
-1.6986482253870452,-0.5007923765070499,-33972.9645077409,-1.0015847530140998,33972.9645077409,0.00158349861813889
-2.0412900422551306,-6.007972986458868,-40825.80084510261,-12.015945972917736,40825.80084510261,0.015928169543759196
-1.9866988301957313,-6.008342774310002,-39733.97660391463,-12.016685548620003,39733.97660391463,0.016663203032532437
-1.9945186896531568,-6.007864242762497,-39890.37379306313,-12.015728485524994,39890.37379306313,0.01570520626911076
-2.016871031950165,-6.0074383164984875,-40337.42063900329,-12.014876632996975,40337.42063900329,0.014853175017123021
-2.7011226681978266,-6.008076528939576,-54022.45336395653,-12.016153057879151,54022.45336395653,0.016131348756925235
-2.8007439518071493,-6.008470260378238,-56014.879036142986,-12.016940520756476,56014.879036142986,0.016919251083500342
-2.845811481738643,-6.008161402395675,-56916.22963477286,-12.01632280479135,56916.22963477286,0.016304588766292483
-2.8966583611571504,-6.007860536743855,-57933.167223143006,-12.01572107348771,57933.167223143006,0.015705458711785525
-2.952725997911833,-6.007615822138489,-59054.51995823666,-12.015231644276978,59054.51995823666,0.015217845928241047
-3.010851261416162,-6.007421470117239,-60217.02522832324,-12.014842940234479,60217.02522832324,0.01483034447044318
-2.8970468877804327,-6.007247113094002,-57940.937755608655,-12.014494226188004,57940.937755608655,0.014482532084514332
-2.9151594133796332,-6.006978941060631,-58303.18826759266,-12.013957882121263,58303.18826759266,0.01394723387200969
-2.9381947081645423,-6.006897589704824,-58763.894163290846,-12.013795179409648,58763.894163290846,0.013784942280825163
-2.953961418410865,-6.006826426022801,-59079.2283682173,-12.013652852045603,59079.2283682173,0.013642961388018904
-2.9675859440426455,-6.006760364409699,-59351.71888085291,-12.013520728819397,59351.71888085291,0.013511137416909236
-2.98045648733792,-6.006704780714328,-59609.12974675839,-12.013409561428656,59609.12974675839,0.013400218502344075
-2.931716143583915,-5.5061992093131265,-58634.3228716783,-11.012398418626253,58634.3228716783,0.012389676589560139
-3.002824282185485,-5.506102462876701,-60056.4856437097,-11.012204925753402,60056.4856437097,0.012196456374311992
-3.030387649036778,-5.5061575587514255,-60607.75298073555,-11.012315117502851,60607.75298073555,0.012306578005656377
-3.079145464673498,-5.50617077196099,-61582.90929346996,-11.01234154392198,61582.90929346996,0.012332967131591488
-3.122813623562854,-5.005685143849478,-62456.27247125708,-10.011370287698956,62456.27247125708,0.011362162189957559
-3.1655887941604983,-5.0057054946321795,-63311.775883209964,-10.011410989264359,63311.775883209964,0.011402783813245776
-3.23681650174116,-5.005686749663823,-64736.33003482319,-10.011373499327647,64736.33003482319,0.011365341276754037
-3.2359205111514138,-5.0057514457150365,-64718.41022302827,-10.011502891430073,64718.41022302827,0.011494583421736593
-3.2281950607655396,-5.005756944659284,-64563.90121531079,-10.011513889318568,64563.90121531079,0.011505591695328832
-3.2186979611837656,-5.005763216779299,-64373.95922367531,-10.011526433558599,64373.95922367531,0.011518167862671902
-3.207228858072959,-5.005765238981786,-64144.57716145918,-10.011530477963571,64144.57716145918,0.011522265283858246
-3.196137175952189,-5.005762956316027,-63922.743519043775,-10.011525912632054,63922.743519043775,0.011517765896702059
-3.020899232716567,-4.504112352580276,-60417.98465433133,-9.008224705160552,60417.98465433133,0.008220936688729807
-3.0774806088490463,-4.503651854904853,-61549.612176980925,-9.007303709809706,61549.612176980925,0.007300714454213875
-3.0207994113192815,-4.503408136651958,-60415.98822638563,-9.006816273303915,60415.98822638563,0.006813670760379864
-3.0320717774347403,-5.003508605210892,-60641.435548694804,-10.007017210421784,60641.435548694804,0.007014719934513636
-3.038789624657819,-5.003530490945339,-60775.79249315638,-10.007060981890678,60775.79249315638,0.007058465699611105
-3.0404022524980427,-5.003513637345454,-60808.04504996085,-10.007027274690907,60808.04504996085,0.007024781363828225
-3.262881621061108,-5.003737278017541,-65257.63242122216,-10.007474556035081,65257.63242122216,0.007471732930451225
-3.2001606717090993,-5.5046067057295325,-64003.213434181984,-11.009213411459065,64003.213434181984,0.009209502427335536
-3.2143631975459557,-5.506719082694103,-64287.263950919114,-11.013438165388205,64287.263950919114,0.013423633567629878
-3.1916032800057956,-6.007021286644862,-63832.06560011591,-12.014042573289723,63832.06560011591,0.014029444464696894
-3.1796020681594332,-6.006915296697248,-63592.04136318866,-12.013830593394497,63592.04136318866,0.013819272877441335
-3.1733387888503297,-6.006839921577274,-63466.775777006595,-12.013679843154549,63466.775777006595,0.013669452844673913
-3.054664633693679,-5.506347653491036,-61093.29267387358,-11.012695306982073,61093.29267387358,0.012685750474304314
-3.08082570477937,-5.506224270517033,-61616.514095587394,-11.012448541034066,61616.514095587394,0.012439484612855267
-3.0734209514189583,-5.506217026123249,-61468.41902837916,-11.012434052246498,61468.41902837916,0.012425131702524794
-3.0747975418155704,-5.506085788379113,-61495.95083631141,-11.012171576758226,61495.95083631141,0.012163009708920924
-3.0711909918989355,-5.505975185236612,-61423.819837978706,-11.011950370473224,61423.819837978706,0.01194208558226606
-3.0625678756932655,-5.505887362292526,-61251.35751386531,-11.011774724585052,61251.35751386531,0.011766649472779278
-3.090784986313429,-5.505800264090226,-61815.699726268576,-11.011600528180452,61815.699726268576,0.011592678776196408
-3.0312572025075406,-5.5057981219448076,-60625.14405015081,-11.011596243889615,60625.14405015081,0.01158844499235201
-3.009469692596279,-6.0057307492863545,-60189.39385192558,-12.011461498572709,60189.39385192558,0.01145386646494373
-2.989959866854532,-6.006147554575269,-59799.197337090634,-12.012295109150537,59799.197337090634,0.012287069262942651
-2.979618625013221,-6.006304559564254,-59592.37250026442,-12.012609119128507,59592.37250026442,0.0126007596173352
-2.9715743585583207,-6.006446030490119,-59431.48717116642,-12.012892060980239,59431.48717116642,0.012883396216651022
-2.9990942448101126,-6.006569678592512,-59981.884896202246,-12.013139357185024,59981.884896202246,0.013130432543807302
-2.988657058476434,-6.006733348460284,-59773.14116952867,-12.013466696920569,59773.14116952867,0.01345738834414334
-2.970878572171113,-6.006864112462435,-59417.57144342226,-12.01372822492487,59417.57144342226,0.013718651753251265
-2.9328238516793146,-6.006888239913484,-58656.47703358629,-12.013776479826968,58656.47703358629,0.013766913724019503
-2.886097527783927,-6.006833210839611,-57721.950555678544,-12.013666421679222,57721.950555678544,0.013657044434985721
-2.8371191039493344,-6.006752720894589,-56742.38207898669,-12.013505441789178,56742.38207898669,0.013496302767137536
-2.436015181130656,-6.0057134711304,-48720.303622613115,-12.0114269422608,48720.303622613115,0.011419873649408885
-2.3869965932566486,-6.005460435350825,-47739.93186513297,-12.01092087070165,47739.93186513297,0.010911322177015848
-2.3688243899962966,-6.0058151451363955,-47376.48779992593,-12.011630290272791,47376.48779992593,0.01161529151190166
-2.3638920004890216,-6.006020684169022,-47277.84000978043,-12.012041368338044,47277.84000978043,0.01202219773173141
-2.3639370911352016,-6.00605380887862,-47278.74182270403,-12.01210761775724,47278.74182270403,0.012086691423910167
-2.365233364623725,-6.006020534087223,-47304.6672924745,-12.012041068174446,47304.6672924745,0.012019657309785714
-1.9421489780634424,-6.004965710304676,-38842.97956126885,-12.009931420609352,38842.97956126885,0.009918848953191173
-1.8738991253548292,-6.004396505733127,-37477.98250709658,-12.008793011466254,37477.98250709658,0.008783194945920059
-1.824936352026578,-6.003981754606173,-36498.72704053156,-12.007963509212345,36498.72704053156,0.007955966683958593
-1.77611837333622,-6.003607900506686,-35522.3674667244,-12.007215801013372,35522.3674667244,0.007210032678361955
-1.728399055041458,-6.003306605321672,-34567.98110082916,-12.006613210643344,34567.98110082916,0.006608647794141831
-2.009225101898031,-6.003073600676581,-40184.50203796062,-12.006147201353162,40184.50203796062,0.006143437059822787
-1.6332822284898751,-6.002903196139111,-32665.644569797503,-12.005806392278222,32665.644569797503,0.005803162795402272
-1.6199365828441101,-6.002729228242025,-32398.7316568822,-12.00545845648405,32398.7316568822,0.0054558024296404994
-1.6107516915240747,-6.002561832223483,-32215.033830481494,-12.005123664446966,32215.033830481494,0.005121552655275252
-1.604890549010513,-6.00243474208384,-32097.81098021026,-12.00486948416768,32097.81098021026,0.0048677823226697114
-1.6008944608978235,-6.0023523786598405,-32017.88921795647,-12.004704757319681,32017.88921795647,0.004703336694387161
-1.5984610144782105,-6.002310570667134,-31969.220289564208,-12.004621141334267,31969.220289564208,0.004619902098170314
-1.5679238392978794,-6.002259731827638,-31358.476785957584,-12.004519463655276,31358.476785957584,0.004518374835939198
-1.5446580151391067,-6.002248741142071,-30893.160302782133,-12.004497482284142,30893.160302782133,0.0044964725169514
-1.5232512795051452,-6.002247535083976,-30465.0255901029,-12.004495070167952,30465.0255901029,0.00449410980681364
-1.5025220962269663,-6.002245344906083,-30050.441924539326,-12.004490689812165,30050.441924539326,0.004489764652664263
-1.4832526441097116,-6.002242881003156,-29665.05288219423,-12.004485762006311,29665.05288219423,0.004484861860195366
-1.4647870877671803,-6.002236430082184,-29295.741755343603,-12.004472860164368,29295.741755343603,0.004471981100746092
-1.448941713658513,-6.002230056774746,-28978.834273170258,-12.004460113549491,28978.834273170258,0.004459250575397533
-1.445514280933612,-6.002209046754271,-28910.285618672235,-12.004418093508542,28910.285618672235,0.004417254418886074
-1.4445133065751068,-6.002179176261075,-28890.266131502136,-12.00435835252215,28890.266131502136,0.00435754079484596
-1.5752123412090544,-6.002152915157333,-31504.246824181086,-12.004305830314665,31504.246824181086,0.004305041552242983
-1.5706434298297123,-6.002127724502959,-31412.868596594246,-12.004255449005917,31412.868596594246,0.004254680946694123
-1.56630112425575,-6.002110582196623,-31326.022485115,-12.004221164393247,31326.022485115,0.004220410228249705
-0.012562467131744094,0.0,-251.24934263488186,0,251.24934263488186,0
-0.012497118129086897,0.0,-249.94236258173794,0,249.94236258173794,0
-0.012497118129086897,0.0,-249.94236258173794,0,249.94236258173794,0
-0.012497118129086897,0.0,-249.94236258173794,0,249.94236258173794,0
-0.012497118129086897,0.0,-249.94236258173794,0,249.94236258173794,0
-0.012497118129086897,0.0,-249.94236258173794,0,249.94236258173794,0
-0.012497118129086897,0.0,-249.94236258173794,0,249.94236258173794,0
-0.012464598401376705,0.0,-249.29196802753407,0,249.29196802753407,0
-0.012464598401376705,0.0,-249.29196802753407,0,249.29196802753407,0
-0.012464598401376705,0.0,-249.29196802753407,0,249.29196802753407,0
-0.012464598401376705,0.0,-249.29196802753407,0,249.29196802753407,0
-0.012464598401376705,0.0,-249.29196802753407,0,249.29196802753407,0
-0.01006693828479306,0.0,-201.33876569586118,0,201.33876569586118,0
-0.010070996202896627,0.0,-201.41992405793252,0,201.41992405793252,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.3429355697790923,0.0,-6858.711395581846,0,6858.711395581846,0
-0.3517192584675022,0.0,-7034.385169350044,0,7034.385169350044,0
-0.34708968508612675,-0.5174388102694856,-6941.793701722535,-1.0348776205389711,6941.793701722535,0.0342831787011626
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-0.010059948897039251,0.0,-201.19897794078503,0,201.19897794078503,0
-1.2654773802531436,0.0,-25309.54760506287,0,25309.54760506287,0
-0.8950762532532687,0.0,-17901.525065065372,0,17901.525065065372,0
-0.9087931644429391,-0.5014940480594064,-18175.86328885878,-1.002988096118813,18175.86328885878,0.0029836406330119303
-0.9314197218434449,0.0,-18628.394436868897,0,18628.394436868897,0
-0.9341536611949017,0.0,-18683.073223898034,0,18683.073223898034,0
-0.9438167882327051,0.0,-18876.3357646541,0,18876.3357646541,0
-2.1353030652039613,0.0,-42706.06130407922,0,42706.06130407922,0
-1.281777840939781,-1.000622980700343,-25635.55681879562,-2.001245961400686,25635.55681879562,0.0012455616390205648
-1.7040284922356612,-6.008253418626786,-34080.56984471322,-12.016506837253573,34080.56984471322,0.01649506994627714
-1.6252193909731265,-6.008061492926176,-32504.38781946253,-12.016122985852352,32504.38781946253,0.016111682298028285
-1.6352157543750063,-6.0072312692585115,-32704.315087500127,-12.014462538517023,32704.315087500127,0.014453470381994293
-1.6509989305242494,-6.006484327588811,-33019.978610484985,-12.012968655177621,33019.978610484985,0.012961366161633237
-2.709721971447258,-5.006820193370652,-54194.43942894515,-10.013640386741304,54194.43942894515,0.013629608426874995
-2.841767789281989,-5.007287342140577,-56835.35578563978,-10.014574684281154,56835.35578563978,0.014562565823304396
-2.9248302136572217,-5.0069943393813325,-58496.60427314443,-10.013988678762665,58496.60427314443,0.01397770358936512
-3.0023157610777593,-5.006688506349234,-60046.31522155518,-10.013377012698468,60046.31522155518,0.013367181304062115
-3.06222837295041,-4.505748616152504,-61244.5674590082,-9.011497232305008,61244.5674590082,0.011489210070408262
-2.8006594480894007,-4.505548068258423,-56013.188961788015,-9.011096136516846,56013.188961788015,0.011088741157362136
-2.5564739595424713,-4.505427130494925,-51129.47919084942,-9.01085426098985,51129.47919084942,0.010847252954192754
-2.4099391968783976,-4.505259215952247,-48198.783937567954,-9.010518431904494,48198.783937567954,0.010511902389986005
-2.472826965168703,-4.505220931168797,-49456.53930337406,-9.010441862337593,49456.53930337406,0.01043543074641562
-2.5333912047216756,-4.505201148783423,-50667.824094433505,-9.010402297566847,50667.824094433505,0.010395903545084906
-2.5949016493577965,-4.505198865480231,-51898.03298715593,-9.010397730960461,51898.03298715593,0.010391320180850983
