Heating_Setpoint_RL,Cooling_Setpoint_RL
1.0,0.29280924797058105
1.0,-0.32952046394348145
1.0,-0.21318073570728302
1.0,-0.19292853772640228
1.0,-0.18812252581119537
1.0,-0.155315563082695
1.0,-0.035797134041786194
1.0,-0.006684139370918274
1.0,0.03309212625026703
1.0,-0.06588082015514374
1.0,-0.03202994167804718
1.0,-0.0036817044019699097
1.0,0.051260098814964294
1.0,0.06978307664394379
1.0,0.0884995311498642
1.0,0.10618843138217926
1.0,0.12297771871089935
1.0,0.13890708982944489
1.0,0.18746350705623627
1.0,0.19747979938983917
1.0,0.20914624631404877
1.0,0.22024916112422943
1.0,0.230655238032341
1.0,0.2405117005109787
1.0,0.255831778049469
1.0,0.239827498793602
1.0,0.22683672606945038
1.0,0.21251140534877777
1.0,0.19375921785831451
1.0,0.1781139224767685
1.0,0.2087831050157547
1.0,0.20429180562496185
1.0,0.20493914186954498
1.0,0.2009364813566208
1.0,0.19947634637355804
1.0,0.19782982766628265
1.0,0.2624610662460327
1.0,0.2631825804710388
1.0,0.27484071254730225
1.0,0.28232598304748535
1.0,0.28689974546432495
1.0,0.2845059633255005
1.0,0.308580219745636
1.0,0.2942524552345276
1.0,0.2835933566093445
1.0,0.2670975923538208
1.0,0.24741287529468536
1.0,0.22456173598766327
1.0,0.11812613904476166
1.0,-0.005293667316436768
0.620840311050415,-0.14034506678581238
0.30666494369506836,-0.22614558041095734
0.212119460105896,-0.2565867304801941
0.2824918031692505,-0.2612420320510864
0.25777602195739746,-0.27365392446517944
0.2762294411659241,-0.27801311016082764
0.26680684089660645,-0.28275924921035767
0.25435441732406616,-0.28179091215133667
0.22398336231708527,-0.27999943494796753
0.1953270584344864,-0.2768564820289612
0.16416457295417786,-0.2762500047683716
0.16693390905857086,-0.28121012449264526
0.1732778698205948,-0.28378331661224365
0.162742480635643,-0.2854934334754944
0.14903061091899872,-0.2858039140701294
0.12496943771839142,-0.2846308946609497
0.022700265049934387,-0.27523374557495117
0.02461838722229004,-0.2649989724159241
-0.03090016543865204,-0.24972616136074066
-0.01040126383304596,-0.2520236372947693
0.05006735026836395,-0.2550470232963562
0.09112872183322906,-0.25420427322387695
-0.14850501716136932,-0.26602888107299805
-0.07119683921337128,-0.25899791717529297
-0.11438952386379242,-0.261597216129303
-0.11524544656276703,-0.2614186406135559
-0.1335175484418869,-0.2613838315010071
-0.14386878907680511,-0.26198357343673706
-0.003469720482826233,-0.2469611018896103
-0.06675748527050018,-0.2544843554496765
-0.02161066234111786,-0.2600618004798889
0.010284587740898132,-0.2696952223777771
0.06334520876407623,-0.27980881929397583
0.10424827039241791,-0.288774311542511
0.2067238837480545,-0.2895861268043518
0.23800256848335266,-0.3051917552947998
0.33121925592422485,-0.3146347999572754
0.3233945965766907,-0.3151088356971741
0.3226125240325928,-0.3153069019317627
0.32331734895706177,-0.31552088260650635
0.2985343933105469,-0.2952420711517334
0.27938365936279297,-0.2951080799102783
0.3282114863395691,-0.28959816694259644
0.4026976525783539,-0.29859793186187744
0.5238785147666931,-0.2987804412841797
0.6006159782409668,-0.300132691860199
0.6412502527236938,-0.2731049060821533
0.6719810366630554,-0.27548861503601074
0.7756863832473755,-0.2572585344314575
0.767208993434906,-0.25271081924438477
0.8213717937469482,-0.23583509027957916
0.8284537196159363,-0.22755111753940582
0.8427978157997131,-0.19279761612415314
0.8249794244766235,-0.20050616562366486
0.9127047061920166,-0.17897756397724152
0.9177883267402649,-0.17400269210338593
0.9808283448219299,-0.15811577439308167
1.0,-0.14855846762657166
0.7896965742111206,-0.006320849061012268
0.847377598285675,0.00915287435054779
0.8561121225357056,0.00894060730934143
0.8509230017662048,0.00443904846906662
0.8425219655036926,-0.00012649595737457275
0.8287374377250671,-0.004571877419948578
0.9371705651283264,0.24400468170642853
1.0,0.28082239627838135
1.0,0.27477139234542847
1.0,0.26134103536605835
1.0,0.24636797606945038
1.0,0.23271341621875763
1.0,0.2712079882621765
1.0,0.27032727003097534
1.0,0.279630184173584
1.0,0.2951829433441162
1.0,0.31164151430130005
1.0,0.3267056941986084
1.0,0.36301249265670776
1.0,0.3177691102027893
1.0,0.3166649341583252
1.0,0.32118499279022217
1.0,0.32281380891799927
1.0,0.3308159112930298
1.0,0.34435826539993286
1.0,0.34479737281799316
1.0,0.3464263081550598
1.0,0.3579474091529846
1.0,0.3611070513725281
1.0,0.36506736278533936
1.0,0.3782402276992798
1.0,0.37978649139404297
1.0,0.38260555267333984
1.0,0.38529467582702637
1.0,0.3879876136779785
1.0,0.3906250596046448
1.0,-0.03843928873538971
1.0,-0.02527470886707306
1.0,-0.02142418920993805
1.0,-0.017847940325737
1.0,-0.014361485838890076
1.0,-0.010860994458198547
1.0,0.049850061535835266
1.0,0.07545636594295502
1.0,0.1012367457151413
1.0,0.12685821950435638
1.0,0.15203483402729034
1.0,0.17655549943447113
1.0,0.1986115425825119
1.0,0.18358154594898224
1.0,0.17109517753124237
1.0,0.15861020982265472
1.0,0.1464545577764511
1.0,0.13475389778614044
1.0,0.11997242271900177
1.0,0.07152663171291351
1.0,0.022990122437477112
1.0,-0.031112894415855408
1.0,-0.09254993498325348
1.0,-0.15748514235019684
1.0,-0.1038346141576767
1.0,-0.09320516884326935
1.0,-0.07926920056343079
1.0,-0.06536796689033508
1.0,-0.06490345299243927
1.0,-0.05224527418613434
1.0,-0.021587088704109192
1.0,-0.024631991982460022
1.0,-0.02530960738658905
1.0,-0.025883927941322327
1.0,-0.028374478220939636
1.0,-0.03057616949081421
