Heating_Setpoint_RL,Cooling_Setpoint_RL
14.80373477935791,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.0,23.321670532226562
12.0,23.25
12.0,23.578208923339844
12.0,23.585744857788086
12.0,23.526161193847656
12.0,23.25
12.0,23.331762313842773
12.0,23.55219268798828
12.0,23.703401565551758
12.0,23.797222137451172
12.0,24.183671951293945
12.0,23.665637969970703
12.0,23.763181686401367
12.0,23.963964462280273
12.0,24.155790328979492
12.0,23.929916381835938
12.0,24.384618759155273
12.0,24.4141845703125
12.0,24.222278594970703
12.0,24.205078125
12.0,25.232589721679688
12.0,25.588951110839844
12.0,25.64986801147461
12.0,25.783905029296875
12.0,25.832082748413086
12.0,26.176593780517578
12.0,26.014890670776367
12.0,25.98752212524414
12.0,26.42198944091797
12.0,26.034509658813477
12.0,25.92786979675293
12.0,25.995059967041016
12.957303047180176,23.25
12.588345527648926,23.25
12.0,23.25
12.0,23.25
12.0,23.25
12.015769004821777,23.25
14.101059913635254,23.25
13.356710433959961,23.25
12.738828659057617,23.25
13.185259819030762,23.25
14.515098571777344,23.25
14.637592315673828,23.25
16.020580291748047,23.25
14.697932243347168,23.295089721679688
18.664161682128906,23.493343353271484
17.960290908813477,23.864818572998047
21.231443405151367,24.417343139648438
22.86589813232422,24.595909118652344
21.4854736328125,25.153623580932617
23.25,25.43265724182129
23.25,25.816865921020508
23.25,25.655113220214844
23.25,25.79471778869629
23.25,25.801563262939453
23.25,25.99506187438965
23.25,26.125144958496094
23.25,25.92109489440918
23.25,26.069007873535156
23.25,25.988208770751953
23.25,26.290481567382812
23.25,26.136064529418945
23.25,25.890846252441406
23.25,25.946605682373047
23.25,25.838607788085938
23.25,25.890674591064453
23.25,25.928709030151367
23.25,25.760522842407227
23.25,25.767684936523438
23.25,25.530170440673828
23.25,25.146997451782227
22.4771728515625,25.35503387451172
22.78441619873047,25.064090728759766
21.303817749023438,25.272193908691406
19.743127822875977,25.05037498474121
21.43768310546875,24.574655532836914
18.715559005737305,24.29791831970215
17.338062286376953,23.785276412963867
14.441513061523438,23.25
12.720929145812988,23.25
12.427450180053711,23.25
13.686110496520996,23.25
13.151480674743652,23.25
15.228312492370605,23.25
12.723431587219238,23.25
12.0,23.25
12.0,23.25
12.17089557647705,23.25
12.0,23.25
12.890445709228516,23.25
