Heating_Setpoint_RL,Cooling_Setpoint_RL
1.0,0.41964876651763916
1.0,-0.07886868715286255
1.0,-0.32100948691368103
1.0,0.005023643374443054
1.0,-0.10802005231380463
1.0,0.14299698173999786
1.0,0.12176758795976639
1.0,0.12099073827266693
1.0,0.021607451140880585
1.0,0.061934694647789
1.0,-0.1652824580669403
1.0,0.02073393389582634
1.0,0.3349944055080414
1.0,0.3017231225967407
1.0,0.0871259868144989
1.0,0.29782742261886597
1.0,0.21649301052093506
1.0,0.11485405266284943
1.0,0.19812142848968506
1.0,0.3222159147262573
1.0,0.39854517579078674
1.0,0.2113235890865326
1.0,0.12446136772632599
1.0,0.1511228084564209
1.0,0.4347580671310425
1.0,0.010721564292907715
1.0,0.30486682057380676
1.0,0.009139567613601685
1.0,0.24150121212005615
1.0,0.2871440649032593
1.0,0.3312833905220032
1.0,0.009084820747375488
1.0,0.45798343420028687
1.0,0.019069090485572815
1.0,0.10172390937805176
1.0,0.37719452381134033
1.0,0.22003915905952454
1.0,0.2947317957878113
1.0,0.19894973933696747
1.0,0.16640253365039825
1.0,0.49053966999053955
1.0,0.3071936070919037
1.0,0.3714829087257385
1.0,0.3626087009906769
1.0,0.44479936361312866
1.0,-0.09935161471366882
1.0,0.05040387809276581
1.0,0.2843126058578491
1.0,0.2225056141614914
0.7507737874984741,0.16735026240348816
0.39206063747406006,-0.2164355218410492
0.3289572298526764,-0.22642895579338074
0.06006297469139099,-0.06400561332702637
0.3000323474407196,-0.1604713499546051
-1.0,-0.2268075793981552
-0.443800151348114,-0.10112303495407104
0.4127470552921295,-0.09240691363811493
-0.12703460454940796,-0.3517497181892395
-0.5840051174163818,0.004973173141479492
-0.7507805824279785,-0.19302739202976227
-0.17720510065555573,-0.5347026586532593
0.4438626766204834,0.08520776778459549
-0.9658799767494202,-0.6253389120101929
0.7403868436813354,0.37745362520217896
-0.3046647310256958,-0.277645468711853
-0.9414068460464478,-0.46637892723083496
-0.2538983225822449,-0.18801309168338776
-0.3414505124092102,-0.2848713994026184
0.14199292659759521,-0.08786863088607788
-0.3593989610671997,-0.14249002933502197
-0.05951245129108429,-0.39050722122192383
0.31094181537628174,-0.12690702080726624
-1.0,-0.1479378193616867
0.5580312013626099,-0.3663140535354614
0.1237122118473053,-0.2870037257671356
0.029205530881881714,-0.28806155920028687
-0.7876385450363159,-0.11236831545829773
-0.35598015785217285,-0.24711349606513977
0.22934895753860474,-0.5277132391929626
0.8260218501091003,-0.07819870859384537
0.38952600955963135,-0.0790373831987381
-0.21695974469184875,-0.3744751811027527
0.3394297957420349,-0.097221240401268
0.31526291370391846,-0.327139288187027
-0.7786329388618469,-0.12519484758377075
0.4675668179988861,-0.20720893144607544
0.9642568826675415,-0.5763946771621704
0.48489078879356384,0.18462027609348297
-1.0,-0.22137878835201263
0.10720691084861755,0.06316104531288147
0.570040762424469,-0.40054991841316223
1.0,0.08863581717014313
-0.13425788283348083,-0.4116745889186859
0.7099432945251465,-0.02759583294391632
0.9581042528152466,-0.5160160064697266
1.0,0.2026691883802414
0.05308234691619873,-0.2502201199531555
0.45518532395362854,-0.3725804090499878
1.0,-0.3378956913948059
0.9708994030952454,-0.07236986607313156
-0.22806674242019653,-0.17247235774993896
1.0,-0.10273982584476471
-0.24536484479904175,0.1636933833360672
1.0,-0.100592702627182
1.0,-0.20151720941066742
-0.02356696128845215,-0.021085888147354126
1.0,-0.13357296586036682
1.0,-0.1659567505121231
1.0,-0.11937333643436432
1.0,-0.18778780102729797
0.5050560235977173,-0.012100503779947758
1.0,-0.0018284376710653305
1.0,-0.136245459318161
1.0,0.044751718640327454
1.0,0.42596355080604553
0.5897170901298523,0.7072645425796509
0.5807568430900574,0.1151333749294281
1.0,0.25934162735939026
1.0,0.3577294647693634
1.0,0.17132717370986938
0.9715406894683838,-0.006419330835342407
1.0,0.11671671271324158
1.0,0.5091166496276855
1.0,0.40520399808883667
1.0,0.31443729996681213
1.0,0.3559628427028656
1.0,0.41253745555877686
1.0,0.20384334027767181
1.0,0.41277867555618286
1.0,0.38218405842781067
1.0,0.34997448325157166
1.0,0.44944849610328674
1.0,0.6867132186889648
1.0,0.2585914731025696
1.0,0.5232268571853638
1.0,0.31232985854148865
1.0,0.4736100435256958
1.0,0.39378926157951355
1.0,0.4249773323535919
1.0,0.4044437110424042
1.0,0.32039502263069153
1.0,0.25467339158058167
1.0,0.2896673083305359
1.0,0.16666099429130554
1.0,0.1157808005809784
1.0,0.1382630318403244
1.0,0.25092124938964844
1.0,-0.13193772733211517
1.0,-0.055727146565914154
1.0,0.0836578756570816
1.0,0.06759747862815857
1.0,0.13617858290672302
1.0,-0.022803939878940582
1.0,-0.03394649177789688
1.0,0.14939917623996735
1.0,0.2852817177772522
1.0,0.03997392952442169
1.0,0.3251226544380188
1.0,-0.06866171956062317
1.0,-0.019608154892921448
1.0,0.06858094036579132
1.0,0.2145865559577942
1.0,0.018115520477294922
1.0,-0.007378444075584412
1.0,-0.018996790051460266
1.0,-0.35955268144607544
1.0,-0.06528788805007935
1.0,-0.3206939101219177
1.0,-0.2995298504829407
1.0,-0.45055538415908813
1.0,-0.2592635452747345
1.0,-0.45930588245391846
1.0,-0.11328839510679245
1.0,-0.4744057059288025
1.0,-0.013428762555122375
1.0,-0.22178970277309418
1.0,-0.07955558598041534
1.0,-0.12245456874370575
1.0,-0.37631261348724365
1.0,-0.17761646211147308
1.0,-0.18972595036029816
1.0,-0.09701652824878693
1.0,-0.2921079397201538
1.0,-0.06051291525363922
1.0,-0.0421944297850132
1.0,-0.033600661903619766
1.0,0.1410188227891922
1.0,0.10145626217126846
1.0,-0.005327999591827393
1.0,-0.48018473386764526
1.0,0.09414201229810715
1.0,0.11628486961126328
1.0,-0.027772948145866394
-0.6429384350776672,0.2667102515697479
-0.790114164352417,0.04653272032737732
-0.2385912537574768,-0.009959176182746887
0.5684521198272705,-0.31124088168144226
-0.650825023651123,-0.3045806884765625
-1.0,-0.3053663969039917
0.5700328350067139,-0.20410361886024475
-0.6395307779312134,-0.18671126663684845
-0.016739189624786377,-0.38234207034111023
-0.4376635253429413,0.17965267598628998
0.07997491955757141,-0.08556106686592102
-0.9170511960983276,-0.20572279393672943
0.012647867202758789,-0.21776050329208374
-0.018942654132843018,-0.07455967366695404
-0.6190553307533264,0.04897347092628479
-0.3738853633403778,-0.22513476014137268
0.7393112778663635,-0.12325849384069443
-1.0,-0.28092145919799805
-0.26336002349853516,-0.13203303515911102
-0.09601008892059326,0.005285680294036865
-0.9371698498725891,-0.4724009037017822
-0.9617173671722412,-0.042473651468753815
-0.10461854934692383,-0.2845575511455536
-0.8290627002716064,-0.30599215626716614
-1.0,-0.029155313968658447
-0.46719059348106384,-0.10385125130414963
-0.4694386422634125,-0.2802424430847168
-1.0,-0.11052146553993225
-0.31881457567214966,-0.3777194917201996
-0.39908379316329956,-0.2816452980041504
-1.0,-0.17292089760303497
-0.4940890669822693,-0.5146052837371826
-0.5202512741088867,-0.09385424107313156
-0.8733307123184204,-0.22120720148086548
-1.0,-0.17071078717708588
-0.8026150465011597,-0.34265536069869995
-0.10937565565109253,-0.1703702211380005
-1.0,-0.1597161889076233
-0.9085104465484619,-0.41271132230758667
-0.3215451240539551,0.027967482805252075
0.5962979793548584,-0.5278412699699402
-0.7530720829963684,0.07467401027679443
0.4354076385498047,-0.1721177101135254
-1.0,-0.23813818395137787
-0.3163607716560364,-0.16802506148815155
-1.0,-0.5874466896057129
0.4522910714149475,-0.12195757031440735
-0.7619006037712097,-0.10585714876651764
-0.5797069668769836,-0.08509349822998047
-0.374053418636322,-0.13887052237987518
-0.7692652344703674,-0.12932489812374115
0.28850823640823364,-0.4542907178401947
0.854331374168396,-0.357977032661438
-0.6659985780715942,-0.3007817268371582
0.006328120827674866,-0.08267189562320709
0.33629119396209717,-0.19271764159202576
-1.0,-0.3370819389820099
0.519542932510376,-0.1472410261631012
-0.03528986871242523,-0.1876310408115387
-0.9187460541725159,-0.1362706869840622
-0.02155667543411255,0.026075564324855804
0.5107954144477844,-0.08632851392030716
-0.2281179130077362,0.031751424074172974
-0.45708245038986206,-0.09932586550712585
0.04330641031265259,0.07287164777517319
1.0,0.4000712037086487
-0.18895184993743896,0.37422776222229004
1.0,0.5073405504226685
1.0,0.5759388208389282
0.966270923614502,0.35338258743286133
1.0,0.2690240740776062
1.0,0.4207908511161804
1.0,0.4887771010398865
1.0,0.2165265679359436
1.0,0.18323925137519836
1.0,0.23985633254051208
1.0,0.23064002394676208
1.0,0.25233837962150574
1.0,0.6192593574523926
1.0,0.4659145474433899
1.0,0.6013170480728149
1.0,0.47455787658691406
1.0,0.2591712176799774
1.0,0.34589293599128723
1.0,0.7004736065864563
1.0,0.3783731758594513
1.0,0.4713428318500519
1.0,0.3611585795879364
1.0,0.44884464144706726
1.0,0.2998197674751282
1.0,0.26713991165161133
1.0,0.3930680453777313
1.0,0.2423526495695114
1.0,0.2637724280357361
1.0,0.28121885657310486
1.0,0.17197121679782867
1.0,0.06334301829338074
1.0,0.015512160956859589
1.0,-0.036222826689481735
1.0,0.03457005321979523
1.0,0.04022818058729172
1.0,0.2415948510169983
1.0,0.0437234491109848
1.0,0.1404636949300766
1.0,0.1474631130695343
1.0,0.1797710657119751
1.0,0.09849509596824646
1.0,-0.1646406650543213
1.0,0.009658519178628922
1.0,-0.14953728020191193
1.0,0.008087478578090668
1.0,0.0037158727645874023
1.0,0.03218017891049385
1.0,0.1306178867816925
1.0,0.03079429268836975
1.0,0.24932610988616943
1.0,0.1303097903728485
1.0,0.015047922730445862
1.0,0.2903996706008911
1.0,0.2822236716747284
1.0,0.21754898130893707
1.0,0.12075081467628479
1.0,0.48841574788093567
1.0,0.23584407567977905
1.0,0.12574157118797302
1.0,0.4703930616378784
1.0,0.25924351811408997
1.0,0.16066840291023254
1.0,0.052982598543167114
1.0,-0.077129065990448
1.0,-0.015332520008087158
1.0,0.28565701842308044
1.0,0.0393286868929863
1.0,0.13392652571201324
1.0,0.21607956290245056
1.0,0.2436409592628479
1.0,-0.036822929978370667
1.0,0.3112827241420746
1.0,0.09222080558538437
1.0,-0.07775716483592987
1.0,0.08383063971996307
1.0,0.04547378420829773
1.0,0.12936562299728394
1.0,0.2857648730278015
1.0,-0.05300420522689819
0.05934363603591919,0.02896064519882202
1.0,-0.2719185948371887
-0.2518118917942047,-0.3870484232902527
1.0,-0.09634168446063995
-0.585330605506897,-0.32455524802207947
-1.0,0.07567054033279419
-0.7027011513710022,-0.34361007809638977
1.0,-0.19577722251415253
-0.5411051511764526,-0.3041591942310333
-0.5123023986816406,-0.20101165771484375
0.5485135316848755,-0.35721099376678467
-0.026847437024116516,-0.6250756978988647
1.0,0.022188901901245117
-0.18380799889564514,-0.10768365859985352
-1.0,-0.47961777448654175
0.24109849333763123,-0.31363826990127563
-0.05286090075969696,-0.22921618819236755
-0.35376834869384766,-0.2563580870628357
0.2807281017303467,-0.59929358959198
-0.39993053674697876,-0.12825661897659302
-0.5255012512207031,-0.33036959171295166
0.39953187108039856,-0.135288804769516
-0.9705915451049805,-0.5040889978408813
-0.06563347578048706,-0.1785680502653122
-0.8462968468666077,-0.2398909032344818
-0.6240291595458984,-0.1420135796070099
-0.32713836431503296,-0.4586673378944397
0.08487540483474731,-0.39862900972366333
0.12152120471000671,-0.13686765730381012
0.18874526023864746,-0.27690526843070984
-1.0,-0.2695406377315521
1.0,-0.2184680700302124
0.09837275743484497,-0.3126727044582367
0.7423017024993896,-0.591786801815033
-0.9916791319847107,-0.08964039385318756
0.1807486116886139,-0.5039997100830078
-0.32607096433639526,-0.4382858872413635
0.7134191989898682,-0.11552746593952179
-1.0,-0.15902850031852722
-0.3387620151042938,-0.1336199939250946
-0.6262925863265991,-0.3120948076248169
0.045559242367744446,-0.382265567779541
0.7244710922241211,-0.4262239336967468
-0.03764544427394867,-0.3404355049133301
0.35302430391311646,-0.2732418477535248
-0.1595648229122162,-0.2810749113559723
0.29328465461730957,-0.4103602170944214
0.7123783826828003,-0.09773017466068268
-0.3921857476234436,-0.07787495851516724
-0.2508606016635895,-0.3002590239048004
0.576525092124939,-0.2905193567276001
0.9540453553199768,-0.4917029142379761
0.9140952825546265,-0.3277558386325836
0.40581434965133667,-0.4679376482963562
-0.35063478350639343,-0.35419970750808716
-0.7215054035186768,-0.39784494042396545
1.0,-0.09466937184333801
-0.32498106360435486,-0.18448393046855927
0.5102038383483887,0.07180337607860565
0.3645554780960083,-0.12176400423049927
0.7344645261764526,-0.24182133376598358
0.44642964005470276,-0.03398549184203148
0.49751636385917664,-0.03384890779852867
-0.4275931119918823,0.22168350219726562
0.356217622756958,0.4835946261882782
0.7361645698547363,0.31331339478492737
0.3424980044364929,0.6329423785209656
1.0,0.3261280059814453
1.0,0.4521646201610565
1.0,0.25767266750335693
1.0,0.5759826898574829
1.0,0.6835023164749146
1.0,0.44660550355911255
1.0,0.3360593318939209
1.0,0.4101185202598572
1.0,0.28755560517311096
1.0,0.4205770194530487
1.0,0.2059742957353592
1.0,0.5736220479011536
1.0,0.25647908449172974
1.0,0.40247049927711487
1.0,0.5029168725013733
1.0,0.4151027202606201
1.0,0.39770272374153137
1.0,0.31883400678634644
1.0,0.17661477625370026
1.0,0.40128079056739807
1.0,0.40784579515457153
1.0,0.5540339946746826
1.0,0.40685006976127625
1.0,0.6177276372909546
1.0,0.25382304191589355
1.0,0.31341642141342163
1.0,0.49910902976989746
1.0,0.12286891788244247
1.0,-0.035018689930438995
1.0,0.15687713027000427
1.0,-0.09981295466423035
1.0,0.23687489330768585
1.0,0.13107305765151978
1.0,0.2473401576280594
1.0,0.2461223304271698
1.0,-0.20651988685131073
1.0,-0.06307651102542877
1.0,0.28150227665901184
1.0,0.343439519405365
1.0,0.23802971839904785
1.0,0.09338576346635818
1.0,0.06969709694385529
1.0,0.35105133056640625
1.0,0.14967605471611023
1.0,0.3061099052429199
1.0,0.34039801359176636
1.0,0.1345195770263672
1.0,0.09828464686870575
1.0,0.1447453498840332
1.0,0.29790303111076355
1.0,0.3269790709018707
1.0,0.27961015701293945
1.0,0.08073224127292633
1.0,0.2773650884628296
1.0,0.31851479411125183
1.0,0.3851224184036255
1.0,0.25579240918159485
1.0,0.4141090512275696
1.0,0.3539847433567047
1.0,0.5272678136825562
1.0,0.2884202003479004
1.0,0.4600760042667389
1.0,0.13708406686782837
1.0,0.5149270296096802
1.0,0.11846397817134857
1.0,0.45993179082870483
1.0,0.2799098491668701
1.0,0.3594506084918976
1.0,0.1426214873790741
1.0,0.25080686807632446
1.0,0.40397486090660095
1.0,0.22054140269756317
1.0,0.23361101746559143
1.0,0.46122685074806213
1.0,0.2005639374256134
0.9663255214691162,0.23905514180660248
1.0,-0.19255846738815308
0.6049696207046509,0.01873070001602173
0.10045795887708664,-0.2027769535779953
0.576137900352478,-0.24506314098834991
-0.19802309572696686,-0.11212892830371857
-0.02297389507293701,-0.36216968297958374
0.2309921830892563,-0.45161664485931396
-0.2885580062866211,-0.034384846687316895
-0.5168545842170715,-0.12578529119491577
0.12073883414268494,-0.2976662814617157
-0.8568930625915527,-0.22731855511665344
-0.4344503879547119,-0.6360524296760559
0.5460371971130371,0.4043424129486084
-0.9257261753082275,-0.11333351582288742
-0.5379899740219116,-0.5978692770004272
0.29474499821662903,-0.16520629823207855
-0.6908169984817505,-0.33313366770744324
-0.8458072543144226,-0.302005410194397
0.36406683921813965,-0.304614782333374
0.3413096070289612,-0.16052022576332092
-1.0,-0.30725589394569397
0.6133562922477722,-0.3644716739654541
-0.8501003384590149,-0.32618248462677
0.3749570846557617,-0.29292577505111694
-1.0,-0.4948652386665344
-1.0,-0.18260958790779114
0.046677976846694946,-0.08781807124614716
0.8870115280151367,-0.3183296322822571
-0.7279459834098816,-0.247826486825943
-0.43379223346710205,-0.17813082039356232
0.192578986287117,-0.2436135709285736
-0.9777944087982178,-0.327894389629364
1.0,-0.37593117356300354
-0.39980554580688477,-0.4302999675273895
0.3377305865287781,-0.17097598314285278
-0.25499236583709717,-0.22039254009723663
0.526884913444519,-0.3861387073993683
0.6060668230056763,-0.27372997999191284
-0.345290869474411,-0.35014745593070984
0.6557002067565918,-0.4262728989124298
1.0,-0.33251747488975525
0.20101596415042877,-0.35579246282577515
-0.6367661356925964,-0.299094557762146
1.0,-0.07573181390762329
0.10460574179887772,-0.49589666724205017
1.0,0.05050027370452881
0.48655664920806885,-0.3384246230125427
0.8949602842330933,-0.3135249614715576
-0.3054031729698181,-0.04038017988204956
0.5247504115104675,-0.31495922803878784
1.0,-0.3542684316635132
0.6235173344612122,-0.19425101578235626
0.9330340623855591,-0.4197079539299011
0.8802821636199951,0.24259209632873535
0.19400018453598022,-0.2705329358577728
1.0,-0.2642686069011688
1.0,-0.02732023596763611
1.0,-0.5316272377967834
1.0,-0.17321014404296875
1.0,0.15881946682929993
1.0,0.46014922857284546
1.0,0.242284893989563
1.0,0.20669737458229065
1.0,0.30349114537239075
1.0,0.39353594183921814
1.0,0.3674178719520569
1.0,0.44719505310058594
1.0,0.4216499328613281
1.0,0.22653383016586304
1.0,0.4182589054107666
1.0,0.4781014621257782
