month,day_of_month,hour,outdoor_temperature,outdoor_humidity,wind_speed,wind_direction,diffuse_solar_radiation,direct_solar_radiation,htg_setpoint,clg_setpoint,air_temperature,air_humidity,people_occupant,co2_emission,HVAC_electricity_demand_rate,total_electricity_HVAC
7.0,1.0,0.0,23.579622268676758,88.0,2.3333332538604736,195.0,0.0,0.0,12.800000190734863,40.0,21.42344093322754,53.56224060058594,0.0,0.0,484.8645935058594,290918.75
7.0,1.0,0.0,23.626405715942383,87.0,2.066666603088379,210.0,0.0,0.0,23.25,28.04131507873535,22.243494033813477,50.470298767089844,0.0,0.0,5548.7421875,4345133.0
7.0,1.0,0.0,23.673189163208008,86.0,1.7999999523162842,225.0,0.0,0.0,23.25,26.35881805419922,22.64964485168457,49.00309371948242,0.0,0.0,5482.02099609375,3109837.5
7.0,1.0,0.0,23.719974517822266,85.0,1.5333333015441895,240.0,0.0,0.0,23.25,25.541593551635742,22.912723541259766,47.97020721435547,0.0,0.0,4949.923828125,2867331.5
7.0,1.0,0.0,23.76675796508789,84.0,1.2666666507720947,255.0,0.0,0.0,23.25,26.64195442199707,23.08786964416504,47.185543060302734,0.0,0.0,4717.77294921875,2830663.75
7.0,1.0,0.0,23.813541412353516,83.0,1.0,270.0,0.0,0.0,23.25,26.260433197021484,23.245790481567383,46.30732345581055,0.0,0.0,4348.4765625,2609085.75
7.0,1.0,1.0,23.872150421142578,83.5,1.0,295.0,0.0,0.0,23.25,27.107614517211914,23.250337600708008,45.85761260986328,0.0,0.0,3869.689697265625,2321813.75
7.0,1.0,1.0,23.930757522583008,84.0,1.0,320.0,0.0,0.0,23.25,27.035964965820312,23.250486373901367,45.428466796875,0.0,0.0,3795.68994140625,2277414.0
7.0,1.0,1.0,23.98936653137207,84.5,1.0,345.0,0.0,0.0,23.25,27.033344268798828,23.250438690185547,45.010257720947266,0.0,0.0,3601.258544921875,2160755.0
7.0,1.0,1.0,24.047975540161133,85.0,1.0,10.0,0.0,0.0,23.25,26.697925567626953,23.25041389465332,44.60026168823242,0.0,0.0,3481.75341796875,2089052.125
7.0,1.0,1.0,24.106582641601562,85.5,1.0,35.0,0.0,0.0,23.25,26.834030151367188,23.250394821166992,44.19639587402344,0.0,0.0,3384.8505859375,2030910.25
7.0,1.0,1.0,24.165191650390625,86.0,1.0,60.0,0.0,0.0,23.25,26.067171096801758,23.25037956237793,43.79749298095703,0.0,0.0,3306.083251953125,1983650.0
7.0,1.0,2.0,24.18206787109375,86.33333587646484,1.0,73.33333587646484,0.0,0.0,23.25,26.694976806640625,23.250368118286133,43.40300750732422,0.0,0.0,3246.223876953125,1947734.375
7.0,1.0,2.0,24.198942184448242,86.66666412353516,1.0,86.66666412353516,0.0,0.0,23.25,27.755605697631836,23.250356674194336,43.01277542114258,0.0,0.0,3197.273193359375,1918364.0
7.0,1.0,2.0,24.215818405151367,87.0,1.0,100.0,0.0,0.0,23.25,27.643314361572266,23.250347137451172,42.626773834228516,0.0,0.0,3159.029296875,1895417.625
7.0,1.0,2.0,24.232694625854492,87.33333587646484,1.0,113.33333587646484,0.0,0.0,23.25,26.919050216674805,23.25033950805664,42.245018005371094,0.0,0.0,3125.64892578125,1875389.375
7.0,1.0,2.0,24.249570846557617,87.66666412353516,1.0,126.66666412353516,0.0,0.0,23.25,27.630168914794922,23.250333786010742,41.86747741699219,0.0,0.0,3097.196533203125,1858317.875
7.0,1.0,2.0,24.26644515991211,88.0,1.0,140.0,0.0,0.0,23.25,27.355663299560547,23.25032615661621,41.49411392211914,0.0,0.0,3072.746337890625,1843647.875
7.0,1.0,3.0,24.317583084106445,88.33333587646484,0.9166666865348816,140.0,0.0,0.0,23.25,27.012632369995117,23.250320434570312,41.124916076660156,0.0,0.0,3048.617431640625,1829170.375
7.0,1.0,3.0,24.36872100830078,88.66666412353516,0.8333333134651184,140.0,0.0,0.0,23.25,27.293659210205078,23.250314712524414,40.759849548339844,0.0,0.0,3027.218505859375,1816331.125
7.0,1.0,3.0,24.419858932495117,89.0,0.75,140.0,0.0,0.0,23.25,27.712478637695312,23.250308990478516,40.398887634277344,0.0,0.0,3007.72705078125,1804636.125
7.0,1.0,3.0,24.47099494934082,89.33333587646484,0.6666666865348816,140.0,0.0,0.0,23.25,27.970088958740234,23.25030517578125,40.04198455810547,0.0,0.0,2989.69873046875,1793819.25
7.0,1.0,3.0,24.522132873535156,89.66666412353516,0.5833333134651184,140.0,0.0,0.0,23.25,27.33821678161621,23.25029945373535,39.6890983581543,0.0,0.0,2972.81005859375,1783686.125
7.0,1.0,3.0,24.573270797729492,90.0,0.5,140.0,0.0,0.0,23.25,27.04505729675293,23.250295639038086,39.34019470214844,0.0,0.0,2956.812255859375,1774087.375
7.0,1.0,4.0,24.62387466430664,90.0,0.5833333134651184,125.0,0.0,0.0,23.25,27.135040283203125,23.25029182434082,38.99512481689453,0.0,0.0,2940.933349609375,1764560.0
7.0,1.0,4.0,24.67447853088379,90.0,0.6666666865348816,110.0,0.0,0.0,23.25,28.092308044433594,23.250286102294922,38.653804779052734,0.0,0.0,2925.454345703125,1755272.5
7.0,1.0,4.0,24.725082397460938,90.0,0.75,95.0,0.0,0.0,23.25,26.66118621826172,23.250282287597656,38.31616973876953,0.0,0.0,2910.322998046875,1746193.875
7.0,1.0,4.0,24.775686264038086,90.0,0.8333333134651184,80.0,0.0,0.0,23.25,27.6539249420166,23.25027847290039,37.982200622558594,0.0,0.0,2895.46044921875,1737276.25
7.0,1.0,4.0,24.826290130615234,90.0,0.9166666865348816,65.0,9.333333015441895,0.0,23.25,26.655845642089844,23.250274658203125,37.6518669128418,0.0,0.0,2818.064208984375,1690838.5
7.0,1.0,4.0,24.876893997192383,90.0,1.0,50.0,13.5,0.0,23.25,27.440067291259766,23.25027084350586,37.32509231567383,0.0,0.0,2762.092041015625,1657255.25
7.0,1.0,5.0,24.892005920410156,90.16666412353516,1.0,48.33333206176758,17.66666603088379,0.0,23.25,27.594112396240234,23.250267028808594,37.00179672241211,0.0,0.0,2708.17626953125,1624905.75
7.0,1.0,5.0,24.90711784362793,90.33333587646484,1.0,46.66666793823242,21.83333396911621,0.0,23.25,27.743080139160156,23.250261306762695,36.68193435668945,0.0,0.0,2652.05224609375,1591231.375
7.0,1.0,5.0,24.92222785949707,90.5,1.0,45.0,26.0,0.0,23.25,26.65566062927246,23.25025749206543,36.365455627441406,0.0,0.0,2594.290771484375,1556574.375
7.0,1.0,5.0,24.937339782714844,90.66666412353516,1.0,43.33333206176758,39.33333206176758,0.0,23.25,28.17069435119629,23.250253677368164,36.05229949951172,0.0,0.0,2471.10546875,1482663.375
7.0,1.0,5.0,24.952451705932617,90.83333587646484,1.0,41.66666793823242,52.66666793823242,0.0,23.25,26.68935775756836,23.250247955322266,35.74233627319336,0.0,0.0,2317.467529296875,1390480.5
7.0,1.0,5.0,24.96756362915039,91.0,1.0,40.0,66.0,0.0,23.25,26.968318939208984,23.250242233276367,35.43540573120117,0.0,0.0,2202.0908203125,1321254.5
7.0,1.0,6.0,25.157747268676758,89.83333587646484,1.0,58.33333206176758,79.33333587646484,0.0,23.25,27.89803123474121,23.249134063720703,35.81243896484375,0.0,0.0,1743.59814453125,1046158.875
7.0,1.0,6.0,25.347930908203125,88.66666412353516,1.0,76.66666412353516,92.66666412353516,0.0,23.25,27.367631912231445,23.249168395996094,36.57575988769531,0.0,0.0,1611.630859375,966978.5
